"student_id","name","name_kana","grade_cd","grade_year","birth_date","school_cd_e","school_cd_j","school_cd_h","is_jukensei","tel_stu","tel_par","email_stu","email_par","login_kind","stu_status","enter_date","leave_date","recess_start_date","recess_end_date","past_enter_term","lead_id","storage_link","memo","created_at","updated_at","deleted_at"
209,"戸中３生徒","とちゅうさんてすとせいと",9,"2024",2008/10/01,,,,1,,"022-0000-0000","student2009@test.jp",,1,1,2019/04/01,,,,0,,,,,,
210,"戸高１生徒","とこういちてすとせいと",10,"2024",2007/10/01,,,,0,,"022-0000-0000","student2010@test.jp",,1,1,2024/01/01,,,,0,,,,,,
211,"戸高２生徒","とこうにてすとせいと",11,"2024",2006/10/01,,,,0,,"022-0000-0000","student2011@test.jp",,1,1,2023/12/07,,,,0,,,,,,
212,"戸高３生徒","とこうさんてすとせいと",12,"2024",2005/10/01,,,,1,,"022-0000-0000","student2012@test.jp",,1,1,2019/03/07,,,,0,,,,,,
213,"戸浪１生徒","とろういちてすとせいと",13,"2024",2004/10/01,,,,1,,"022-0000-0000","student2013@test.jp",,1,1,2023/03/07,,,,0,,,,,,
214,"戸浪２生徒","とろうにてすとせいと",14,"2024",2003/10/01,,,,1,,"022-0000-0000","student2014@test.jp",,1,1,2023/03/07,,,,0,,,,,,
215,"戸浪３生徒","とろうさんてすとせいと",15,"2024",2002/10/01,,,,1,,"022-0000-0000","student2015@test.jp",,1,1,2023/03/07,,,,0,,,,,,
216,"戸大学生徒","とだいがくてすとせいと",16,"2024",2004/10/01,,,,0,,"022-0000-0000","student2016@test.jp",,1,1,2019/03/07,,,,0,,,,,,
217,"戸中１生徒２","とちゅういちてすとせいと２",7,"2024",2010/10/01,,,,0,,"022-0000-0000","student2017@test.jp",,1,1,2020/10/07,,,,0,,,,,,
218,"戸中２生徒２","とちゅうにてすとせいと２",8,"2024",2009/10/01,,,,0,,"022-0000-0000","student2018@test.jp",,1,1,2020/10/07,,,,0,,,,,,
219,"戸中３生徒２","とちゅうさんてすとせいと２",9,"2024",2008/10/01,,,,1,,"022-0000-0000","student2019@test.jp",,1,1,2020/10/07,,,,0,,,,,,
220,"戸見込客生徒","とみこみきゃくせいと",7,"2024",2010/10/01,,,,0,,"022-0000-0000","student2020@test.jp",,1,0,,,,,0,,,,,,
301,"村小１生徒","むらしょういちてすとせいと",1,"2024",2016/10/01,,,,0,,"022-0000-0000","student3001@test.jp","parent3001@test.jp",1,1,2024/03/01,,,,0,,,,,,
302,"村小２生徒","むらしょうにてすとせいと",2,"2024",2015/10/01,,,,0,,"022-0000-0000","student3002@test.jp","parent3002@test.jp",1,1,2023/04/01,,,,0,,,,,,
303,"村小３生徒","むらしょうさんてすとせいと",3,"2024",2014/10/01,,,,0,,"022-0000-0000","student3003@test.jp","parent3003@test.jp",1,1,2022/04/01,,,,0,,,,,,
304,"村小４生徒","むらしょうよんてすとせいと",4,"2024",2013/10/01,,,,0,,"022-0000-0000","student3004@test.jp","parent3004@test.jp",1,1,2021/04/01,,,,0,,,,,,
305,"村小５生徒","むらしょうごてすとせいと",5,"2024",2012/10/01,,,,0,,"022-0000-0000","student3005@test.jp","parent3005@test.jp",1,1,2020/04/01,,,,0,,,,,,
306,"村小６生徒","むらしょうろくてすとせいと",6,"2024",2011/10/01,,,,0,,"022-0000-0000","student3006@test.jp","parent3006@test.jp",1,1,2019/04/01,,,,0,,,,,,
307,"村中１生徒","むらちゅういちてすとせいと",7,"2024",2010/10/01,,,,0,,"022-0000-0000","student3007@test.jp",,1,1,2024/03/01,,,,0,,,,,,
308,"村中２生徒","むらちゅうにてすとせいと",8,"2024",2009/10/01,,,,0,,"022-0000-0000","student3008@test.jp",,1,1,2024/02/01,,,,0,,,,,,
309,"村中３生徒","むらちゅうさんてすとせいと",9,"2024",2008/10/01,,,,1,,"022-0000-0000","student3009@test.jp",,1,1,2019/04/01,,,,0,,,,,,
310,"村高１生徒","むらこういちてすとせいと",10,"2024",2007/10/01,,,,0,,"022-0000-0000","student3010@test.jp",,1,1,2024/01/01,,,,0,,,,,,
311,"村高２生徒","むらこうにてすとせいと",11,"2024",2006/10/01,,,,0,,"022-0000-0000","student3011@test.jp",,1,1,2023/12/07,,,,0,,,,,,
312,"村高３生徒","むらこうさんてすとせいと",12,"2024",2005/10/01,,,,1,,"022-0000-0000","student3012@test.jp",,1,1,2019/03/07,,,,0,,,,,,
313,"村浪１生徒","むらろういちてすとせいと",13,"2024",2004/10/01,,,,1,,"022-0000-0000","student3013@test.jp",,1,1,2023/03/07,,,,0,,,,,,
314,"村浪２生徒","むらろうにてすとせいと",14,"2024",2003/10/01,,,,1,,"022-0000-0000","student3014@test.jp",,1,1,2023/03/07,,,,0,,,,,,
315,"村浪３生徒","むらろうさんてすとせいと",15,"2024",2002/10/01,,,,1,,"022-0000-0000","student3015@test.jp",,1,1,2023/03/07,,,,0,,,,,,
316,"村大学生徒","むらだいがくてすとせいと",16,"2024",2004/10/01,,,,0,,"022-0000-0000","student3016@test.jp",,1,1,2019/03/07,,,,0,,,,,,
317,"村中１生徒２","むらちゅういちてすとせいと２",7,"2024",2010/10/01,,,,0,,"022-0000-0000","student3017@test.jp",,1,1,2020/10/07,,,,0,,,,,,
318,"村中２生徒２","むらちゅうにてすとせいと２",8,"2024",2009/10/01,,,,0,,"022-0000-0000","student3018@test.jp",,1,1,2020/10/07,,,,0,,,,,,
319,"村中３生徒２","むらちゅうさんてすとせいと２",9,"2024",2008/10/01,,,,1,,"022-0000-0000","student3019@test.jp",,1,1,2020/10/07,,,,0,,,,,,
320,"村見込客生徒","むらみこみきゃくせいと",7,"2024",2010/10/01,,,,0,,"022-0000-0000","student3020@test.jp",,1,0,,,,,0,,,,,,
401,"渡小１生徒","わたしょういちてすとせいと",1,"2024",2016/10/01,,,,0,,"022-0000-0000","student4001@test.jp","parent4001@test.jp",1,1,2024/03/01,,,,0,,,,,,
402,"渡小２生徒","わたしょうにてすとせいと",2,"2024",2015/10/01,,,,0,,"022-0000-0000","student4002@test.jp","parent4002@test.jp",1,1,2023/04/01,,,,0,,,,,,
403,"渡小３生徒","わたしょうさんてすとせいと",3,"2024",2014/10/01,,,,0,,"022-0000-0000","student4003@test.jp","parent4003@test.jp",1,1,2022/04/01,,,,0,,,,,,
404,"渡小４生徒","わたしょうよんてすとせいと",4,"2024",2013/10/01,,,,0,,"022-0000-0000","student4004@test.jp","parent4004@test.jp",1,1,2021/04/01,,,,0,,,,,,
405,"渡小５生徒","わたしょうごてすとせいと",5,"2024",2012/10/01,,,,0,,"022-0000-0000","student4005@test.jp","parent4005@test.jp",1,1,2020/04/01,,,,0,,,,,,
406,"渡小６生徒","わたしょうろくてすとせいと",6,"2024",2011/10/01,,,,0,,"022-0000-0000","student4006@test.jp","parent4006@test.jp",1,1,2019/04/01,,,,0,,,,,,
407,"渡中１生徒","わたちゅういちてすとせいと",7,"2024",2010/10/01,,,,0,,"022-0000-0000","student4007@test.jp",,1,1,2024/03/01,,,,0,,,,,,
408,"渡中２生徒","わたちゅうにてすとせいと",8,"2024",2009/10/01,,,,0,,"022-0000-0000","student4008@test.jp",,1,1,2024/02/01,,,,0,,,,,,
409,"渡中３生徒","わたちゅうさんてすとせいと",9,"2024",2008/10/01,,,,1,,"022-0000-0000","student4009@test.jp",,1,1,2019/04/01,,,,0,,,,,,
410,"渡高１生徒","わたこういちてすとせいと",10,"2024",2007/10/01,,,,0,,"022-0000-0000","student4010@test.jp",,1,1,2024/01/01,,,,0,,,,,,
411,"渡高２生徒","わたこうにてすとせいと",11,"2024",2006/10/01,,,,0,,"022-0000-0000","student4011@test.jp",,1,1,2023/12/07,,,,0,,,,,,
412,"渡高３生徒","わたこうさんてすとせいと",12,"2024",2005/10/01,,,,1,,"022-0000-0000","student4012@test.jp",,1,1,2019/03/07,,,,0,,,,,,
413,"渡浪１生徒","わたろういちてすとせいと",13,"2024",2004/10/01,,,,1,,"022-0000-0000","student4013@test.jp",,1,1,2023/03/07,,,,0,,,,,,
414,"渡浪２生徒","わたろうにてすとせいと",14,"2024",2003/10/01,,,,1,,"022-0000-0000","student4014@test.jp",,1,1,2023/03/07,,,,0,,,,,,
415,"渡浪３生徒","わたろうさんてすとせいと",15,"2024",2002/10/01,,,,1,,"022-0000-0000","student4015@test.jp",,1,1,2023/03/07,,,,0,,,,,,
416,"渡大学生徒","わただいがくてすとせいと",16,"2024",2004/10/01,,,,0,,"022-0000-0000","student4016@test.jp",,1,1,2019/03/07,,,,0,,,,,,
417,"渡中１生徒２","わたちゅういちてすとせいと２",7,"2024",2010/10/01,,,,0,,"022-0000-0000","student4017@test.jp",,1,1,2020/10/07,,,,0,,,,,,
418,"渡中２生徒２","わたちゅうにてすとせいと２",8,"2024",2009/10/01,,,,0,,"022-0000-0000","student4018@test.jp",,1,1,2020/10/07,,,,0,,,,,,
419,"渡中３生徒２","わたちゅうさんてすとせいと２",9,"2024",2008/10/01,,,,1,,"022-0000-0000","student4019@test.jp",,1,1,2020/10/07,,,,0,,,,,,
420,"渡見込客生徒","わたみこみきゃくせいと",7,"2024",2010/10/01,,,,0,,"022-0000-0000","student4020@test.jp",,1,0,,,,,0,,,,,,
